estacion_id,fecha,lluvia_total,temp_media,temp_max,temp_min,pet,spei_3,spei_6,spei_12
CAAZ,2000-01-31,144.0000,27.2742,33.8065,22.6258,138.7723,,,
CAAZ,2000-02-29,97.6000,26.2655,32.6552,21.8759,105.0750,,,
CAAZ,2000-03-31,202.8000,25.2484,31.4710,21.0968,127.5292,-0.1705,,
CAAZ,2000-04-30,163.6000,22.5800,28.6200,18.5067,100.8458,0.1640,,
CAAZ,2000-05-31,185.8000,17.2161,23.0645,13.0968,55.7890,0.8804,,
CAAZ,2000-06-30,203.0000,18.2633,22.9467,14.5533,63.3160,1.1844,0.7736,
CAAZ,2000-07-31,41.6000,12.9935,19.5742,7.2452,27.6127,0.9559,0.8077,
CAAZ,2000-08-31,97.4000,18.6355,25.3871,13.8194,65.4752,0.4633,0.9592,
CAAZ,2000-09-30,176.4000,20.0033,25.9867,15.3400,69.3456,0.2881,1.0791,
CAAZ,2000-10-31,304.6000,23.6290,29.7548,19.5935,103.4585,1.2195,1.5796,
CAAZ,2000-11-30,111.0000,23.3233,29.1467,19.0800,89.9936,1.1695,1.1882,
CAAZ,2000-12-31,109.8000,25.7387,31.7097,21.2774,117.0531,0.6155,0.6253,0.9305
CAAZ,2001-01-31,149.8000,26.8645,32.2065,23.0387,133.5023,-0.4373,0.6345,0.9640
CAAZ,2001-02-28,169.4000,27.0107,31.9714,23.4786,108.9784,-0.1920,0.7470,1.1694
CAAZ,2001-03-31,129.6000,26.5419,31.8194,22.7548,144.9163,-0.2411,0.2504,0.8954
CAAZ,2001-04-30,142.6000,23.9167,28.9533,20.6267,116.8290,-0.1834,-0.5319,0.7838
CAAZ,2001-05-31,35.0000,17.1903,21.8000,12.8968,55.5754,-0.7024,-0.7322,0.3308
CAAZ,2001-06-30,117.7000,17.1933,23.1400,13.0400,54.2551,-0.1970,-0.3953,0.1023
CAAZ,2001-07-31,36.9000,18.5968,25.0710,13.3613,69.0921,-0.5632,-0.6244,-0.0358
CAAZ,2001-08-31,79.6000,21.6677,28.6645,16.8065,96.2858,-0.5376,-1.0071,-0.1810
CAAZ,2001-09-30,126.0000,20.1733,25.0400,16.3867,70.8632,-0.5924,-0.6565,-0.3357
CAAZ,2001-10-31,39.6000,23.2839,29.1032,18.6258,99.6364,-0.7812,-1.0862,-1.1104
CAAZ,2001-11-30,162.2000,25.2767,30.9067,20.9733,110.5512,-0.3317,-0.7226,-1.0199
CAAZ,2001-12-31,108.8000,25.2645,30.5677,20.6000,111.6154,-0.7098,-1.0553,-1.0067
CAAZ,2002-01-31,96.4000,25.7613,31.6323,21.3548,119.9230,-0.4678,-1.0108,-1.1244
CAAZ,2002-02-28,47.0000,25.3893,30.5143,21.5500,93.0176,-1.1494,-1.1630,-1.4382
CAAZ,2002-03-31,122.8000,27.0226,32.4871,23.6258,151.7245,-1.3529,-1.6225,-1.4782
CAAZ,2002-04-30,204.0000,23.8100,28.7800,20.5267,115.5007,-0.5442,-0.8333,-1.2935
CAAZ,2002-05-31,250.4000,21.0871,25.5677,17.8581,93.7278,0.6224,-0.3314,-0.7696
CAAZ,2002-06-30,134.4000,17.0900,22.1000,13.9000,53.4249,1.1554,0.0427,-0.7176
CAAZ,2002-07-31,121.4000,15.8194,20.8387,11.5032,45.6800,1.0962,0.4602,-0.3969
CAAZ,2002-08-31,157.6000,20.1645,26.1419,15.3419,80.1095,0.7133,0.9470,-0.1162
CAAZ,2002-09-30,192.8000,20.0333,26.2800,14.4300,69.6119,0.9209,1.5049,0.0873
CAAZ,2002-10-31,234.8000,23.6710,28.2903,20.4645,103.9288,1.1803,1.6532,0.6604
CAAZ,2002-11-30,245.4000,24.3067,30.2467,19.5533,100.0208,1.4835,1.6139,0.9431
CAAZ,2002-12-31,106.6000,26.0387,30.6194,21.8516,120.5749,0.8523,1.2757,0.9094
CAAZ,2003-01-31,188.6000,26.6387,32.0645,22.4645,130.6505,0.4831,1.2107,1.1558
CAAZ,2003-02-28,145.0000,25.9929,31.0143,21.8429,98.7794,-0.0681,1.0948,1.4356
CAAZ,2003-03-31,69.8000,25.7581,30.6903,21.9871,134.2186,-0.3757,0.3578,1.3278
CAAZ,2003-04-30,131.8000,22.4167,28.4467,17.5867,98.9903,-0.5373,-0.0610,1.1590
CAAZ,2003-05-31,11.6000,19.1613,25.6903,14.2484,73.3622,-1.3123,-1.0462,0.4999
CAAZ,2003-06-30,119.0000,20.5900,26.2267,16.7067,86.0457,-0.6074,-0.8090,0.3557
CAAZ,2003-07-31,27.4000,17.1258,22.9419,12.4903,55.9607,-1.0372,-1.2538,0.0432
CAAZ,2003-08-31,64.8000,16.5290,23.7742,10.3806,48.1746,-0.4955,-1.4140,-0.1387
CAAZ,2003-09-30,65.4000,20.9433,27.3867,16.0667,77.9894,-0.8017,-1.1363,-0.5431
CAAZ,2003-10-31,126.2000,23.5516,29.7548,19.1548,102.5936,-0.4528,-1.1847,-0.8613
CAAZ,2003-11-30,168.2000,23.3367,28.6600,18.9600,90.1252,-0.0746,-0.4885,-1.0604
CAAZ,2003-12-31,256.8000,24.3742,29.0129,20.8968,101.8281,0.8248,0.0620,-0.5598
CAAZ,2004-01-31,26.4000,26.6032,33.0323,21.2000,130.2058,0.1566,-0.2719,-1.0392
CAAZ,2004-02-29,106.6000,24.9517,31.3379,19.3517,92.1492,-0.2153,-0.2818,-1.1330
CAAZ,2004-03-31,66.6000,24.7968,32.0710,18.8065,121.7750,-1.7406,-0.4790,-1.1057
CAAZ,2004-04-30,161.4000,23.6967,30.3067,18.6200,114.0995,-0.5903,-0.3686,-1.0629
CAAZ,2004-05-31,100.6000,15.7419,20.4129,12.2355,44.3708,-0.3217,-0.4703,-0.7136
CAAZ,2004-06-30,133.2000,18.0000,23.7000,13.4267,61.0068,0.4110,-0.8716,-0.5971
CAAZ,2004-07-31,173.0000,16.7871,22.3419,12.4903,53.1730,0.7834,0.1595,-0.1553
CAAZ,2004-08-31,20.6000,18.0613,24.3613,13.0710,60.4376,0.2838,-0.0762,-0.3237
CAAZ,2004-09-30,87.9000,20.2300,26.8700,15.2767,71.3735,-0.0310,0.2333,-0.2369
CAAZ,2004-10-31,217.0000,21.8968,28.5000,16.6710,85.1493,0.0388,0.5810,0.0865
CAAZ,2004-11-30,379.2000,22.6700,28.0267,18.1133,83.6849,1.6735,1.4820,0.7395
CAAZ,2004-12-31,119.0000,25.0742,31.0774,20.1032,109.4772,1.6440,1.2565,0.3022
CAAZ,2005-01-31,76.0000,26.2194,32.2516,21.6387,125.4535,0.8195,0.6104,0.4653
CAAZ,2005-02-28,16.0000,25.8714,32.0429,20.3500,97.6033,-1.5420,0.4415,0.1771
CAAZ,2005-03-31,52.8000,25.5258,32.2839,20.5613,131.1444,-2.3688,0.0418,0.1078
CAAZ,2005-04-30,114.0000,22.1733,27.7267,18.3400,96.2647,-1.7201,-0.4731,0.0193
CAAZ,2005-05-31,200.8000,20.6548,25.7548,16.6839,88.8911,-0.3034,-1.4024,0.1860
CAAZ,2005-06-30,100.0000,20.2400,24.0600,17.2933,82.3535,0.2570,-1.3581,0.0227
CAAZ,2005-07-31,3.4000,15.9129,23.1935,10.6419,46.3742,-0.0894,-1.3230,-0.4629
CAAZ,2005-08-31,22.8000,19.4806,26.2710,14.4581,73.3419,-1.1762,-1.1575,-0.4947
CAAZ,2005-09-30,82.6000,16.7600,21.8467,12.5133,44.1047,-1.0199,-0.5731,-0.4293
CAAZ,2005-10-31,240.6000,21.4419,26.4968,17.9742,80.6977,0.2601,0.0719,-0.3458
CAAZ,2005-11-30,90.6000,24.1600,30.2000,19.6000,98.4842,0.4892,-0.4672,-1.2450
CAAZ,2005-12-31,90.2000,25.1000,31.0968,20.5032,109.7656,0.1746,-0.6443,-1.3307
CAAZ,2006-01-31,78.0000,26.8258,33.1484,22.2000,133.0107,-1.2269,-0.7027,-1.3471
CAAZ,2006-02-28,82.8000,25.8679,31.6071,21.9643,97.5688,-1.2806,-0.5307,-1.1500
CAAZ,2006-03-31,232.7000,24.8806,30.4000,21.1419,122.8314,-0.3736,-0.2010,-0.5927
CAAZ,2006-04-30,98.8000,22.0833,27.7800,17.8933,95.2683,-0.0186,-0.9473,-0.6349
CAAZ,2006-05-31,53.4000,16.4484,23.0323,11.0194,49.6441,0.0882,-0.8886,-0.9554
CAAZ,2006-06-30,96.8000,19.1667,24.7800,15.0333,71.6387,-0.4220,-0.6679,-0.9332
CAAZ,2006-07-31,19.2000,20.3161,26.7355,16.1097,86.6299,-0.9003,-0.7284,-1.0055
CAAZ,2006-08-31,133.0000,18.8806,25.6387,13.3548,67.7013,-0.4825,-0.3484,-0.6623
CAAZ,2006-09-30,191.8000,19.4333,25.3133,14.4067,64.4024,0.1342,-0.2681,-0.3981
CAAZ,2006-10-31,238.8000,24.0194,29.2903,20.2516,107.8867,1.1437,0.2873,-0.4843
CAAZ,2006-11-30,213.0000,23.8933,28.2500,19.9933,95.7273,1.3788,0.7468,-0.1114
CAAZ,2006-12-31,127.2000,26.9419,32.7871,23.2065,131.5650,0.7614,0.6302,-0.0660
CAAZ,2007-01-31,188.8000,26.3903,31.6581,22.9355,127.5568,0.4026,1.1251,0.2820
CAAZ,2007-02-28,102.0000,26.5607,32.2429,22.2857,104.3941,-0.2837,0.8690,0.3191
CAAZ,2007-03-31,180.6000,25.7548,31.2645,22.0129,134.1756,0.0200,0.5501,0.1290
CAAZ,2007-04-30,189.0000,23.5833,28.2300,19.8267,112.7088,0.1062,0.3265,0.3471
CAAZ,2007-05-31,238.0000,16.2290,21.0742,12.4355,47.9681,1.0933,0.6228,0.9079
CAAZ,2007-06-30,12.1000,17.2400,23.3567,12.9100,54.6326,0.6608,0.4689,0.7037
CAAZ,2007-07-31,98.0000,14.0323,20.8323,8.5774,33.6162,0.6001,0.4817,1.1017
CAAZ,2007-08-31,16.4000,15.7742,22.3548,10.5903,42.7453,-0.6643,0.3836,0.8248
CAAZ,2007-09-30,60.0000,22.4333,28.8100,17.4633,92.9800,-0.6003,0.0478,0.3422
CAAZ,2007-10-31,162.9000,23.8194,29.3484,19.7581,105.6036,-0.6477,-0.0351,0.1215
CAAZ,2007-11-30,229.6000,22.6067,28.9167,17.0767,83.0881,0.3848,-0.2290,0.2091
CAAZ,2007-12-31,150.9000,26.5452,32.3032,21.5935,126.6653,0.6823,0.0662,0.2949
CAAZ,2008-01-31,84.9000,26.3290,32.1581,21.6871,126.8004,0.1544,-0.4103,-0.0140
CAAZ,2008-02-29,277.8000,25.3931,31.3414,20.9414,96.3767,0.3468,0.4914,0.5372
CAAZ,2008-03-31,49.0000,24.8548,31.2613,20.1194,122.5058,-0.2129,0.3248,0.1772
CAAZ,2008-04-30,99.0000,20.8467,27.6000,16.2433,82.2100,0.1311,0.1540,-0.0009
CAAZ,2008-05-31,50.1000,17.7355,24.2839,12.6000,60.1960,-1.1076,-0.5508,-0.5972
CAAZ,2008-06-30,69.1000,15.0033,20.3633,10.3200,38.2889,-0.3899,-0.5196,-0.3791
CAAZ,2008-07-31,40.3000,20.2677,27.6355,15.3871,86.1030,-0.8056,-0.5381,-0.7066
CAAZ,2008-08-31,74.0000,18.4484,24.8871,13.6226,63.8067,-0.6664,-1.4099,-0.5982
CAAZ,2008-09-30,102.8000,17.8933,25.5500,12.2433,52.1410,-0.5344,-0.7655,-0.3494
CAAZ,2008-10-31,160.8000,22.8387,29.2194,18.2065,94.8357,0.1430,-0.5281,-0.3236
CAAZ,2008-11-30,81.7000,24.9233,31.0733,19.2267,106.6410,-0.0593,-0.5988,-0.8329
CAAZ,2008-12-31,20.6000,26.9452,34.0419,19.9161,131.6053,-1.1314,-1.3192,-1.2327
CAAZ,2009-01-31,320.6000,25.1226,31.8742,19.5355,112.4632,-0.1755,-0.0829,-0.4922
CAAZ,2009-02-28,255.1000,25.5714,31.7750,20.9429,94.7342,0.8289,0.5504,-0.5548
CAAZ,2009-03-31,22.5000,25.4258,33.1484,19.4581,129.8341,0.8469,-0.1176,-0.6553
CAAZ,2009-04-30,34.4000,22.7733,32.1300,16.2433,103.0694,-0.7402,-0.7459,-0.9086
CAAZ,2009-05-31,239.7000,19.5806,25.6516,15.3613,77.5397,-0.7279,0.1116,-0.3973
CAAZ,2009-06-30,92.6000,14.3167,21.1633,9.3667,33.9646,0.2835,0.8041,-0.3144
CAAZ,2009-07-31,171.9000,13.4968,19.4355,8.3935,30.4315,1.3195,0.5401,0.2453
CAAZ,2009-08-31,100.4000,18.5645,25.0258,13.0774,64.8392,0.7207,0.0172,0.3214
CAAZ,2009-09-30,168.9000,18.6367,25.0033,14.4367,57.8626,0.9768,0.9079,0.5027
CAAZ,2009-10-31,248.6000,22.4677,28.6839,17.6774,90.9449,1.0535,1.7277,0.7788
CAAZ,2009-11-30,244.3000,26.4767,32.4733,22.7867,124.4779,1.4358,1.5809,1.2164
CAAZ,2009-12-31,263.1000,25.8419,32.1452,21.3290,118.2577,1.5821,1.8768,1.9951
CAAZ,2010-01-31,96.0000,26.6355,32.3742,22.6065,130.6101,0.6925,1.2598,1.2561
CAAZ,2010-02-28,237.6000,27.2750,32.8321,23.4643,111.7269,0.7229,1.5825,1.1516
CAAZ,2010-03-31,343.0000,25.0903,31.3839,20.4645,125.4968,1.0747,1.9463,2.1408
CAAZ,2010-04-30,59.3000,21.6067,27.7333,17.0500,90.0961,1.0925,1.2901,2.2568
CAAZ,2010-05-31,184.1000,16.8871,22.2839,13.0806,53.1020,1.1163,1.3306,2.1613
CAAZ,2010-06-30,52.4000,17.5033,23.6033,12.8667,56.7928,-0.0351,0.7701,1.9685
CAAZ,2010-07-31,151.2000,15.6000,21.9065,11.0419,44.0771,0.7110,1.3035,1.8636
CAAZ,2010-08-31,19.0000,17.1968,24.4484,11.4613,53.3109,-0.1983,0.6977,1.6506
CAAZ,2010-09-30,143.7000,19.3967,25.7100,14.6333,64.0920,0.2851,0.1313,1.5549
CAAZ,2010-10-31,169.2000,20.1258,26.3097,15.2161,68.6256,0.2492,0.6719,1.3814
CAAZ,2010-11-30,71.5000,22.2333,29.4967,16.2900,79.6231,0.3914,0.0980,0.9938
CAAZ,2010-12-31,367.9000,25.0871,31.4839,20.9065,109.6213,1.2677,1.1451,1.3374
CAAZ,2011-01-31,37.7000,27.4968,32.7871,22.1226,141.6878,0.2508,0.3163,1.1271
CAAZ,2011-02-28,192.6000,26.4643,30.7179,21.7500,103.4273,0.7596,0.8127,1.0161
CAAZ,2011-03-31,226.6000,26.3516,31.5226,19.8613,142.2729,-0.1917,0.8310,0.6143
CAAZ,2011-04-30,199.5000,23.2400,28.3667,17.0633,108.5588,0.8629,0.7936,0.9815
CAAZ,2011-05-31,61.0000,19.7968,25.0000,13.9129,79.7479,0.3075,0.7522,0.5300
CAAZ,2011-06-30,91.9000,17.4433,22.5433,11.9667,56.2961,0.0346,-0.1796,0.6504
CAAZ,2011-07-31,166.8000,17.3097,22.2484,11.4742,57.5106,0.1392,0.7153,0.6569
CAAZ,2011-08-31,40.1000,19.2387,24.7226,12.5161,71.0344,0.0700,0.2259,0.6671
CAAZ,2011-09-30,57.4000,21.5333,27.6933,14.0433,83.7337,-0.2989,-0.2586,0.3485
CAAZ,2011-10-31,249.7000,23.8419,29.4484,16.9613,105.8599,-0.0895,-0.0226,0.4785
CAAZ,2011-11-30,162.3000,25.2533,30.8367,18.2933,110.2903,0.3778,0.2806,0.6594
CAAZ,2011-12-31,86.0000,25.5645,32.2613,18.8000,115.0373,0.3632,0.0042,-0.2018
CAAZ,2012-01-31,51.8000,26.9032,33.5742,20.9742,133.9949,-1.0509,-0.8909,-0.1367
CAAZ,2012-02-29,43.7000,27.8517,34.9172,22.5931,122.0799,-2.1648,-1.1341,-0.6355
CAAZ,2012-03-31,45.6000,24.5742,32.3903,18.9968,118.9983,-2.6411,-1.3856,-1.1026
CAAZ,2012-04-30,303.1000,21.2467,26.9667,17.4133,86.3058,-0.2190,-1.0002,-0.7301
CAAZ,2012-05-31,36.6000,19.6452,25.8806,14.8032,78.1949,-0.0002,-1.4994,-0.7979
CAAZ,2012-06-30,67.8000,17.2667,22.8700,12.7167,54.8490,0.4768,-1.2702,-0.8650
CAAZ,2012-07-31,93.2000,15.0613,21.1258,10.8355,40.2876,-0.4745,-0.5873,-1.0318
CAAZ,2012-08-31,83.8000,20.8677,27.6645,16.2290,87.4516,-0.2361,-0.2396,-0.9511
CAAZ,2012-09-30,33.8000,21.7900,28.7300,16.5933,86.3106,-0.6559,-0.1456,-1.0285
CAAZ,2012-10-31,291.6000,24.2839,30.1871,20.1710,110.9521,0.1298,-0.3090,-0.9196
CAAZ,2012-11-30,187.4000,24.8300,30.9833,20.7633,105.6224,0.5900,0.2328,-0.8315
CAAZ,2012-12-31,169.6000,27.1839,33.0516,23.1710,134.6084,1.0212,0.3252,-0.6416
CAAZ,2013-01-31,74.5000,26.2226,32.7742,21.6387,125.4930,-0.2144,-0.1217,-0.5489
CAAZ,2013-02-28,54.7000,25.5000,32.4286,20.9214,94.0587,-1.0224,-0.2825,-0.4329
CAAZ,2013-03-31,159.9000,22.8516,28.7419,18.8839,98.8101,-0.8348,0.2161,-0.0318
CAAZ,2013-04-30,295.6000,21.2067,28.2467,16.7000,85.8907,0.6995,0.3379,-0.0530
CAAZ,2013-05-31,387.8000,18.3097,23.8903,14.3677,65.3078,2.2702,1.2730,1.0415
CAAZ,2013-06-30,200.9000,16.9767,21.9700,13.5100,52.5232,2.5935,1.6753,1.4521
CAAZ,2013-07-31,27.4000,16.9355,23.2548,12.7323,54.3836,1.6734,1.7579,1.2096
CAAZ,2013-08-31,121.2000,15.2323,21.7806,10.6774,39.0885,0.5569,2.1627,1.4699
CAAZ,2013-09-30,173.4000,18.8867,25.3133,14.6633,59.8690,0.3732,2.3313,1.9759
CAAZ,2013-10-31,69.8000,22.4387,28.6323,17.8935,90.6446,0.4060,1.5617,1.3622
CAAZ,2013-11-30,128.6000,24.5233,30.5033,20.2833,102.3174,0.0985,0.4420,1.1939
CAAZ,2013-12-31,38.9000,26.7742,33.1387,21.8194,129.4798,-1.2477,-0.6150,0.8143
CAAZ,2014-01-31,95.8000,27.1419,33.5484,22.6935,137.0574,-1.4100,-0.6839,0.8437
CAAZ,2014-02-28,31.4000,27.7786,33.4464,23.3179,117.0799,-2.4563,-1.5595,0.7040
CAAZ,2014-03-31,141.5000,23.8387,30.2581,19.2677,110.0989,-1.3295,-2.0419,0.6146
CAAZ,2014-04-30,371.7000,21.8567,27.2333,17.3967,92.7869,0.6651,-0.4464,0.8231
CAAZ,2014-05-31,199.4000,18.4742,24.2548,14.2774,66.8194,1.6693,0.0327,0.2519
CAAZ,2014-06-30,208.9000,16.8867,21.7567,13.4233,51.8139,2.1755,1.0326,0.2780
CAAZ,2014-07-31,207.5000,17.1710,23.2742,12.4839,56.3390,1.6606,1.7240,0.8139
CAAZ,2014-08-31,37.0000,19.2613,26.7387,14.4677,71.2478,0.9093,1.8987,0.4635
CAAZ,2014-09-30,114.2000,21.8933,27.4733,18.4667,87.3615,0.2375,1.8834,0.2034
CAAZ,2014-10-31,75.6000,25.2194,31.4452,20.5290,122.2163,-1.0126,0.7004,0.1262
CAAZ,2014-11-30,329.2000,24.0067,30.5167,19.6133,96.8931,0.6034,1.0832,0.7451
CAAZ,2014-12-31,114.4000,25.4645,30.5419,22.1806,113.8897,0.4665,0.4725,1.0202
CAAZ,2015-01-31,224.1000,26.6677,31.8065,22.9290,131.0151,1.1543,0.2318,1.4273
CAAZ,2015-02-28,60.4000,26.3464,31.9357,22.6429,102.2531,-0.3006,0.1996,1.5605
CAAZ,2015-03-31,108.0000,25.1097,30.8065,21.0065,125.7446,-0.4154,0.0079,1.4112
CAAZ,2015-04-30,168.6000,22.0000,27.7400,17.7733,94.3514,-0.5371,0.5156,0.7917
CAAZ,2015-05-31,441.1000,19.4774,25.0097,15.4710,76.4983,1.5769,1.0319,1.4943
CAAZ,2015-06-30,103.8000,19.0300,24.3250,13.7667,70.3392,1.7917,1.1549,1.1193
CAAZ,2015-07-31,134.8000,16.7839,22.4355,11.9677,53.1468,1.8221,1.1125,0.9091
CAAZ,2015-08-31,43.0000,22.1516,28.7677,16.7839,101.8823,-0.2729,1.0488,0.8347
CAAZ,2015-09-30,29.3000,21.0967,27.7933,15.2700,79.4584,-0.8217,0.9260,0.6027
CAAZ,2015-10-31,204.4000,22.8452,28.5613,18.4452,94.9043,-0.6310,1.0594,1.0738
CAAZ,2015-11-30,212.2000,23.7067,29.3300,19.7633,93.8258,0.4216,0.0698,0.7297
CAAZ,2015-12-31,391.2000,25.4742,30.9968,21.4710,114.0004,1.9251,1.0501,1.5676
CAAZ,2016-01-31,209.5000,27.3065,33.4710,23.1097,139.1925,1.7652,1.0073,1.4983
CAAZ,2016-02-29,187.0000,27.0448,33.8759,22.6207,113.2355,1.5776,1.4923,1.8505
CAAZ,2016-03-31,116.2000,23.3839,29.3419,18.9065,104.8048,0.3018,1.7071,1.9395
CAAZ,2016-04-30,128.3000,23.8233,30.0467,20.0900,115.6662,-0.0235,1.3662,1.7514
CAAZ,2016-05-31,132.6000,16.3065,21.7516,12.7581,48.5556,0.0361,1.2416,0.9002
CAAZ,2016-06-30,10.8000,13.7167,20.1367,8.5533,30.4413,-0.1463,0.0636,0.7399
CAAZ,2016-07-31,59.2000,17.0032,24.2419,11.3387,54.9418,-0.1968,-0.2285,0.5070
CAAZ,2016-08-31,145.8000,18.2710,25.7161,13.0419,62.2487,-0.1998,-0.1844,0.9362
CAAZ,2016-09-30,35.5000,18.0867,25.7800,12.5500,53.5943,-0.1905,-0.3182,1.0331
CAAZ,2016-10-31,222.1000,21.9000,28.2548,16.4161,85.1814,0.5510,0.2282,1.1161
CAAZ,2016-11-30,236.6000,22.7833,29.7733,17.0333,84.7593,0.8932,0.5086,1.2175
CAAZ,2016-12-31,126.9000,25.4903,31.0387,20.7194,114.1851,1.0404,0.6385,0.4195
CAAZ,2017-01-31,113.6000,27.1968,33.6323,21.7516,137.7668,0.2189,0.5245,0.1362
CAAZ,2017-02-28,114.6000,26.0286,32.7429,20.7964,99.1270,-0.6072,0.2436,-0.0382
CAAZ,2017-03-31,163.5000,24.8871,31.5903,19.8355,122.9129,-0.4256,0.4864,0.0491
CAAZ,2017-04-30,272.9000,20.8067,26.6567,16.0400,81.8071,0.7779,0.7033,0.5845
CAAZ,2017-05-31,249.2000,19.5226,24.4839,16.0387,76.9528,1.5030,0.7833,0.8503
CAAZ,2017-06-30,86.8000,17.4700,23.0467,13.2167,56.5165,1.4582,0.8514,1.0011
CAAZ,2017-07-31,10.6000,18.1065,26.3419,12.2903,64.5274,0.2642,0.7356,0.8254
CAAZ,2017-08-31,105.0000,20.1419,27.4581,14.4419,79.8802,-0.6242,0.7733,0.6493
CAAZ,2017-09-30,48.4000,22.4767,29.3767,17.0600,93.4401,-1.1608,0.4310,0.5682
CAAZ,2017-10-31,427.3000,22.3710,28.6516,17.1065,89.9462,1.1151,1.0062,1.1732
CAAZ,2017-11-30,200.4000,22.8867,29.6600,17.1967,85.7461,1.5161,0.7852,1.0607
CAAZ,2017-12-31,219.1000,26.4968,32.5742,21.4613,126.0755,2.0838,1.0256,1.3040
CAAZ,2018-01-31,196.4000,25.5968,31.3161,20.9419,117.9736,0.9675,1.5084,1.6157
CAAZ,2018-02-28,110.0000,25.3500,32.1000,19.4821,92.6498,0.4802,1.4809,1.6214
CAAZ,2018-03-31,132.6000,24.6871,30.6387,20.3774,120.4019,0.0356,1.6812,1.5350
CAAZ,2018-04-30,0.0000,24.4667,32.1233,18.7000,123.8253,-1.3195,-0.1148,0.5824
CAAZ,2018-05-31,168.4000,20.6161,28.2032,14.9806,88.4656,-0.8519,-0.2709,0.3050
CAAZ,2018-06-30,24.5000,15.1100,21.7500,9.6500,38.9891,-1.0447,-0.7801,0.1708
CAAZ,2018-07-31,26.9000,16.5452,23.1968,11.4161,51.2346,-0.3671,-1.3097,0.2595
CAAZ,2018-08-31,57.4000,15.9871,23.3194,9.9161,44.2367,-0.8096,-1.3323,0.2236
CAAZ,2018-09-30,201.2000,20.8967,26.9700,16.4033,77.5457,0.0615,-0.7579,0.7307
CAAZ,2018-10-31,233.0000,22.0839,27.3710,17.3290,87.0228,0.9516,0.4479,0.1557
CAAZ,2018-11-30,223.6000,24.7833,30.7267,19.8233,105.1153,1.4341,0.6037,0.1672
CAAZ,2018-12-31,70.9000,26.1419,32.3387,21.3516,121.8014,0.6087,0.4566,-0.2629
CAAZ,2019-01-31,76.5000,27.8258,33.6226,23.1710,146.0654,-0.6474,0.2694,-0.7030
CAAZ,2019-02-28,58.2000,26.3250,32.7107,22.0500,102.0405,-1.9204,0.0259,-0.8844
CAAZ,2019-03-31,151.6000,23.7065,29.6871,19.4258,108.5431,-1.1342,-0.3345,-0.7930
CAAZ,2019-04-30,149.6000,22.3900,27.6933,18.7933,98.6893,-0.3107,-0.7873,-0.2736
CAAZ,2019-05-31,309.0000,20.0613,23.9452,17.0839,82.5022,1.1292,-0.2752,0.1643
CAAZ,2019-06-30,27.8000,19.8800,25.6633,15.6233,78.6582,0.6748,-0.2750,0.0554
CAAZ,2019-07-31,67.1000,15.8903,21.2129,11.5742,46.2061,0.5207,0.1245,0.1909
CAAZ,2019-08-31,38.6000,17.7903,25.3387,12.0065,58.1452,-0.9796,0.2279,0.0929
CAAZ,2019-09-30,13.1000,21.2867,28.0967,15.6633,81.3019,-1.1079,-0.2591,-0.4795
CAAZ,2019-10-31,43.6000,23.9290,30.2258,19.8839,106.8519,-1.7984,-0.8002,-1.0996
CAAZ,2019-11-30,66.4000,26.8367,33.6033,21.9333,128.8534,-2.2081,-2.4414,-1.6325
CAAZ,2019-12-31,95.8000,25.6871,32.1839,20.9613,116.4536,-1.7568,-2.2453,-1.5436
CAAZ,2020-01-31,218.8000,26.4645,32.1419,22.4774,128.4762,-0.5860,-1.8200,-1.0724
CAAZ,2020-02-29,35.4000,25.7966,31.3690,21.4621,100.3424,-0.6025,-2.0943,-1.1347
CAAZ,2020-03-31,39.7000,26.3452,33.0968,21.7097,142.1838,-1.1856,-2.3110,-1.5635
CAAZ,2020-04-30,61.6000,21.4033,28.8333,15.4767,87.9431,-2.2067,-2.0780,-1.7902
CAAZ,2020-05-31,112.9000,17.4065,24.6613,11.9935,57.3803,-1.1567,-1.3933,-2.2900
CAAZ,2020-06-30,133.8000,18.9500,24.9633,14.0067,69.5853,-0.0493,-0.9467,-1.9539
CAAZ,2020-07-31,89.1000,16.2484,22.6548,10.8774,48.9164,0.3260,-1.2065,-1.8975
CAAZ,2020-08-31,10.1000,19.6968,26.4645,14.5613,75.4414,-0.3801,-1.2086,-2.0315
CAAZ,2020-09-30,23.0000,21.4600,28.7433,15.5533,83.0062,-1.2479,-0.9877,-2.0075
CAAZ,2020-10-31,87.9000,24.4968,32.0065,18.9387,113.4575,-1.7976,-0.9837,-1.8972
CAAZ,2020-11-30,67.8000,24.8500,32.3267,18.9200,105.8401,-1.5595,-1.4813,-1.8257
CAAZ,2020-12-31,181.3000,25.9613,32.4194,21.0194,119.6599,-0.6472,-1.4956,-1.5842
CAAZ,2021-01-31,326.0000,25.9258,30.9387,22.2226,121.8918,0.6806,-0.6473,-1.2493
CAAZ,2021-02-28,61.9000,24.9821,31.1714,19.9357,89.2494,0.7344,-0.4665,-1.1384
CAAZ,2021-03-31,61.0000,24.3806,30.6871,20.2323,116.6155,0.1109,-0.4459,-0.9999
CAAZ,2021-04-30,123.1000,22.2467,29.0167,17.9133,97.0812,-1.0341,-0.2091,-0.8449
CAAZ,2021-05-31,37.5000,17.9968,24.9387,13.2484,62.4907,-1.0167,-0.1505,-1.0831
CAAZ,2021-06-30,37.7000,16.3700,21.5667,11.9600,47.8546,-0.6957,-0.4795,-1.3025
